,Ticker,Year,Average Weighted Minute Movement
75,AMGN,2023,0.011413742926181891
76,AMGN,2024,0.015788522827402222
77,AMZN,2014,0.0009179482882036663
78,AMZN,2015,0.0013223186857000714
79,AMZN,2016,0.0016870164657735612
80,AMZN,2017,0.001767269395225588
81,AMZN,2018,0.005512733821886432
82,AMZN,2019,0.003778561043651986
83,AMZN,2020,0.009574298543554073
84,AMZN,2021,0.008660022796146452
85,AMZN,2022,0.011552992694187194
86,AMZN,2023,0.00772461446126302
87,AMZN,2024,0.009750173405263737
88,ANSS,2014,0.0030124074274888207
89,ANSS,2015,0.004048535025211966
90,ANSS,2016,0.004083333308492
91,ANSS,2017,0.0048818059249630084
92,ANSS,2018,0.010207678930960851
93,ANSS,2019,0.010713268616939881
94,ANSS,2020,0.02307357563851174
95,ANSS,2021,0.02220818221108138
96,ANSS,2022,0.022822352105500276
97,ANSS,2023,0.017473231075971554
98,ANSS,2024,0.016046085476627468
99,ASML,2014,0.003924730930375698
100,ASML,2015,0.004456959927426542
101,ASML,2016,0.003562882376435233
102,ASML,2017,0.004745427984202014
103,ASML,2018,0.010102256114763702
104,ASML,2019,0.008626069661607382
105,ASML,2020,0.021098712701933767
106,ASML,2021,0.03866127458198991
107,ASML,2022,0.048496065131002436
108,ASML,2023,0.03439107384314904
109,ASML,2024,0.05801512995116511
110,AVGO,2014,0.0006923904292735312
111,AVGO,2015,0.0009576515788511867
112,AVGO,2016,0.0009370371729657084
113,AVGO,2017,0.0012375830922042499
114,AVGO,2018,0.001622586411540337
115,AVGO,2019,0.0015890314562513812
116,AVGO,2020,0.0023172798496956543
117,AVGO,2021,0.0027828751805840735
118,AVGO,2022,0.004004781109062348
119,AVGO,2023,0.004943815378042368
120,AVGO,2024,0.012655429130725152
121,BIDU,2014,0.015646812874389345
122,BIDU,2015,0.013519434760050604
123,BIDU,2016,0.011956756523483207
124,BIDU,2017,0.011277964595194942
125,BIDU,2018,0.017299621937430565
126,BIDU,2019,0.008549146066121468
127,BIDU,2020,0.010911320514008184
128,BIDU,2021,0.02139316243663473
129,BIDU,2022,0.01486821893116636
130,BIDU,2023,0.010031693130884416
131,BIDU,2024,0.006208708215238976
132,BIIB,2014,0.024216712970591657
133,BIIB,2015,0.02462596994228464
134,BIIB,2016,0.018466728840798054
135,BIIB,2017,0.014588416946446985
136,BIIB,2018,0.020987031690944555
137,BIIB,2019,0.01604385360450729
138,BIIB,2020,0.0239670611689177
139,BIIB,2021,0.02264519560662139
140,BIIB,2022,0.01640095875886478
141,BIIB,2023,0.014536820162259616
142,BIIB,2024,0.012913489743781491
143,BKNG,2014,0.04989991042119004
144,BKNG,2015,0.06033191238421951
145,BKNG,2016,0.06778193696223482
146,BKNG,2017,0.059848798416111196
147,BKNG,2018,0.10664581008897105
148,BKNG,2019,0.08474216981297059
149,BKNG,2020,0.1475446448012472
150,BKNG,2021,0.15947855109842413
151,BKNG,2022,0.17755092410805498
152,BKNG,2023,0.14673741361177883
153,BKNG,2024,0.1910054200459474
154,BMRN,2014,0.008083540393460183
155,BMRN,2015,0.01106400014328481
156,BMRN,2016,0.009471917026257388
157,BMRN,2017,0.005492695730374775
158,BMRN,2018,0.007063643088902403
159,BMRN,2019,0.005682132590530265
160,BMRN,2020,0.008369110067214261
161,BMRN,2021,0.005218864428497302
162,BMRN,2022,0.006497804199617795
163,BMRN,2023,0.005404308064778646
164,BMRN,2024,0.004816355521311576
165,CDNS,2014,0.0008734484562901449
166,CDNS,2015,0.00108964191882359
167,CDNS,2016,0.0011495724120273987
168,CDNS,2017,0.0014169984288107985
169,CDNS,2018,0.0023721524845629503
170,CDNS,2019,0.003475987003933476
171,CDNS,2020,0.007230971264744935
172,CDNS,2021,0.009303010514367632
173,CDNS,2022,0.012929718145397178
174,CDNS,2023,0.013071795028295271
175,CDNS,2024,0.018615615855300915
176,CDW,2014,0.0020454930509783394
177,CDW,2015,0.0019443430064119455
178,CDW,2016,0.002297822547046256
179,CDW,2017,0.002734191961558314
180,CDW,2018,0.004682500638347052
181,CDW,2019,0.005504273417328837
182,CDW,2020,0.00932117159441272
183,CDW,2021,0.009299348901819299
184,CDW,2022,0.011291550201687242
185,CDW,2023,0.009041641157101361
186,CDW,2024,0.01065939209097168
187,CHKP,2014,0.0027626151186656714
188,CHKP,2015,0.004124846669974538
189,CHKP,2016,0.003769535100406682
190,CHKP,2017,0.004156911033375512
191,CHKP,2018,0.005279803434374481
192,CHKP,2019,0.005067867625278819
193,CHKP,2020,0.007699604368842916
194,CHKP,2021,0.00578917323645412
195,CHKP,2022,0.007713963513184841
196,CHKP,2023,0.005938255192683293
197,CHKP,2024,0.008010741242857942
198,CHTR,2014,0.00781885972192605
199,CHTR,2015,0.011524419198445688
200,CHTR,2016,0.014194443034698771
201,CHTR,2017,0.01863285321504447
202,CHTR,2018,0.02238145368994774
203,CHTR,2019,0.01732183758398358
204,CHTR,2020,0.036928552395789786
205,CHTR,2021,0.037161368531912965
206,CHTR,2022,0.038725714255358375
207,CHTR,2023,0.025160307116386216
208,CHTR,2024,0.024017208149593402
209,CMCSA,2014,0.0011062861869313484
210,CMCSA,2015,0.001384259260035551
211,CMCSA,2016,0.0012927353843033775
212,CMCSA,2017,0.001663806575081884
213,CMCSA,2018,0.0021853101011169666
214,CMCSA,2019,0.0018596866143443598
215,CMCSA,2020,0.002892368436886618
216,CMCSA,2021,0.002764245034428598
217,CMCSA,2022,0.0025905606792705977
218,CMCSA,2023,0.00196892336331881
219,CMCSA,2024,0.0021014092177269665
220,COST,2014,0.004807280863090622
221,COST,2015,0.005556572808159722
222,COST,2016,0.005698818785900695
223,COST,2017,0.005373380619898211
224,COST,2018,0.009310654330295005
225,COST,2019,0.009335778639672684
226,COST,2020,0.016684604210610493
227,COST,2021,0.017740228673913977
228,COST,2022,0.03198446916211357
229,COST,2023,0.020760100535857372
230,COST,2024,0.033066068011746726
231,CSCO,2014,0.0010942927661072232
232,CSCO,2015,0.0012539683680831294
233,CSCO,2016,0.0011244403961765412
234,CSCO,2017,0.0010368779921193132
235,CSCO,2018,0.002397180935836981
236,CSCO,2019,0.00215232016160132
237,CSCO,2020,0.0026925106788945317
238,CSCO,2021,0.0022346356461384843
239,CSCO,2022,0.002690775570531875
240,CSCO,2023,0.0018746663802709335
241,CSCO,2024,0.0019186880385305678
242,CSGP,2014,0.0011287014774294113
243,CSGP,2015,0.001250681626782167
244,CSGP,2016,0.0012966829438882967
245,CSGP,2017,0.0012665950749037105
246,CSGP,2018,0.0024692613728529394
247,CSGP,2019,0.0031624943442494103
248,CSGP,2020,0.00608883083827157
249,CSGP,2021,0.005329406033408414
250,CSGP,2022,0.005432934789787165
251,CSGP,2023,0.004307487448667868
252,CSGP,2024,0.005188727252173297
253,CSX,2014,0.0006448854583664508
254,CSX,2015,0.0005972052959586528
255,CSX,2016,0.0005089200896657867
256,CSX,2017,0.0008659380231696162
257,CSX,2018,0.0012167399355091154
258,CSX,2019,0.0010713605993299595
259,CSX,2020,0.0016721057012304174
260,CSX,2021,0.0015274388837678479
261,CSX,2022,0.0020101131634444793
262,CSX,2023,0.001497846437111879
263,CSX,2024,0.001581543041008068
264,CTAS,2014,0.0007268405532521388
265,CTAS,2015,0.0008368436427537532
266,CTAS,2016,0.000939280529744168
267,CTAS,2017,0.0011020530243184912
268,CTAS,2018,0.0021535907511156297
269,CTAS,2019,0.002443604242234003
270,CTAS,2020,0.005258539187650834
271,CTAS,2021,0.004762820009783511
272,CTAS,2022,0.0057749768591399625
273,CTAS,2023,0.004869666388095953
274,CTAS,2024,0.006789183005308494
275,CTSH,2014,0.0024590579806723018
276,CTSH,2015,0.0031032768749443555
277,CTSH,2016,0.0029808712820721486
278,CTSH,2017,0.002336500711272498
279,CTSH,2018,0.003617631929962442
280,CTSH,2019,0.002853785465537022
281,CTSH,2020,0.004423938479432705
282,CTSH,2021,0.0035148543752593435
283,CTSH,2022,0.004518234178108779
284,CTSH,2023,0.003003794430463742
285,CTSH,2024,0.0031908059511208927
286,DLTR,2014,0.0032398681388204997
287,DLTR,2015,0.0041573053654199894
288,DLTR,2016,0.004563797922409982
289,DLTR,2017,0.004452242175628416
290,DLTR,2018,0.005666667514636965
291,DLTR,2019,0.0053876681981845555
292,DLTR,2020,0.007094051159659309
293,DLTR,2021,0.006391839123276806
294,DLTR,2022,0.011147921413429815
295,DLTR,2023,0.00762800042568109
296,DLTR,2024,0.00714529927042897
297,EA,2014,0.0025103386815073475
298,EA,2015,0.004132784174669551
299,EA,2016,0.004347985150807264
300,EA,2017,0.005182143131575262
301,EA,2018,0.008169680131761614
302,EA,2019,0.006753661994483833
303,EA,2020,0.008903009328265144
304,EA,2021,0.008188136826213608
305,EA,2022,0.007934722682162974
306,EA,2023,0.00491271714430589
307,EA,2024,0.0060354599806198925
308,EBAY,2014,0.0008424467050506617
309,EBAY,2015,0.0013476118499979432
310,EBAY,2016,0.001446581139135613
311,EBAY,2017,0.0015015834076117906
312,EBAY,2018,0.002093472034089204
313,EBAY,2019,0.0017082827043669176
314,EBAY,2020,0.003558934069554518
315,EBAY,2021,0.004362636918598527
316,EBAY,2022,0.0039306365891975965
317,EBAY,2023,0.0025404098510742185
318,EBAY,2024,0.0028426890947108843
319,EXC,2014,0.0014412828671034946
320,EXC,2015,0.001249958743979206
321,EXC,2016,0.0011692552873163531
322,EXC,2017,0.0009380525485136278
323,EXC,2018,0.0012955238193422722
324,EXC,2019,0.0012863913541117673
325,EXC,2020,0.00215382406362903
326,EXC,2021,0.0014855371047483017
327,EXC,2022,0.0024863138762932046
328,EXC,2023,0.00197928220308744
329,EXC,2024,0.0015982902581489619
330,EXPE,2014,0.004440033110436376
331,EXPE,2015,0.006966116877654048
332,EXPE,2016,0.006971000916694886
333,EXPE,2017,0.006414752055729406
334,EXPE,2018,0.007438859735961004
335,EXPE,2019,0.006051078054251882
336,EXPE,2020,0.01024962035044114
337,EXPE,2021,0.013510073614062262
338,EXPE,2022,0.014504238747883067
339,EXPE,2023,0.007988205190805288
340,EXPE,2024,0.00865245782962763
341,FAST,2014,0.0009801492304521912
342,FAST,2015,0.001019739338087269
343,FAST,2016,0.0011180812865192442
344,FAST,2017,0.001212687720827677
345,FAST,2018,0.0016810195732681753
346,FAST,2019,0.0016780119869929287
347,FAST,2020,0.00290493555823829
348,FAST,2021,0.0024747661036303922
349,FAST,2022,0.0032273984147793843
350,FAST,2023,0.0025100514338566708
351,FAST,2024,0.003183529431507642
352,FISV,2023,0.004627680610285181
353,FISV,2024,0.006343489426832933
354,GILD,2014,0.007635236161123928
355,GILD,2015,0.0063269223534192405
356,GILD,2016,0.004460723699958625
357,GILD,2017,0.003133209996988708
358,GILD,2018,0.004496782166269318
359,GILD,2019,0.0032169314094515514
360,GILD,2020,0.0051467514308714095
361,GILD,2021,0.003121184642886456
362,GILD,2022,0.0034434577395546025
363,GILD,2023,0.0035866664006159853
364,GILD,2024,0.003605913570665768
365,GOOG,2014,0.0010557371885742994
366,GOOG,2015,0.0014554052465467566
367,GOOG,2016,0.001515862298390222
368,GOOG,2017,0.0014830197361470584
369,GOOG,2018,0.003176403678904175
370,GOOG,2019,0.002341521344245038
371,GOOG,2020,0.004757756733587475
372,GOOG,2021,0.00564452137556996
373,GOOG,2022,0.008329750580884596
374,GOOG,2023,0.006662257424379006
375,GOOG,2024,0.00802554797839832
376,GOOGL,2014,0.0011044249049487244
377,GOOGL,2015,0.0015045330589459009
378,GOOGL,2016,0.0015956553784045545
379,GOOGL,2017,0.0015384259829422295
380,GOOGL,2018,0.003284370600842324
381,GOOGL,2019,0.0023664985675369283
382,GOOGL,2020,0.004747187505319776
383,GOOGL,2021,0.005696036867072634
384,GOOGL,2022,0.008417305384706168
385,GOOGL,2023,0.006724820102789463
386,GOOGL,2024,0.008107300051422366
387,HAS,2014,0.0026385450087074804
388,HAS,2015,0.003736364661943733
389,HAS,2016,0.003853683564834688
390,HAS,2017,0.004140973712197484
391,HAS,2018,0.005388190873200907
392,HAS,2019,0.0052350425797844016
393,HAS,2020,0.006974156426962983
394,HAS,2021,0.0053535807651866
395,HAS,2022,0.0057479819039522
396,HAS,2023,0.003710666206555489
397,HAS,2024,0.0036023331834031296
398,IDXX,2014,0.0033933016364489635
399,IDXX,2015,0.004724154978881389
400,IDXX,2016,0.004702889788281786
401,IDXX,2017,0.007302686383622162
402,IDXX,2018,0.013753397679813598
403,IDXX,2019,0.013669211077505756
404,IDXX,2020,0.027933109941073703
405,IDXX,2021,0.03741219458077368
406,IDXX,2022,0.03800030964633054
407,IDXX,2023,0.03135466558994391
408,IDXX,2024,0.030206403161725428
409,ILMN,2014,0.013732934136150099
410,ILMN,2015,0.014044679836572843
411,ILMN,2016,0.012084508902860648
412,ILMN,2017,0.009179386735534823
413,ILMN,2018,0.01978070072723928
414,ILMN,2019,0.018175360338446276
415,ILMN,2020,0.026503173976583878
416,ILMN,2021,0.030326776500635144
417,ILMN,2022,0.026338329075524823
418,ILMN,2023,0.015254714887570112
419,ILMN,2024,0.011832605275140675
420,INCY,2014,0.00731844716667636
421,INCY,2015,0.012023401784372854
422,INCY,2016,0.009364977414694364
423,INCY,2017,0.009783635483855843
424,INCY,2018,0.0064268062107165295
425,INCY,2019,0.005864671793321695
426,INCY,2020,0.007739838735182814
427,INCY,2021,0.0053699640903620395
428,INCY,2022,0.0046899581786036945
429,INCY,2023,0.0034359999827849558
430,INCY,2024,0.003959921486357338
431,INTC,2014,0.0017328371185227009
432,INTC,2015,0.0016837609702123099
433,INTC,2016,0.0013850222188959676
434,INTC,2017,0.0014199615316403656
435,INTC,2018,0.003184901736391274
436,INTC,2019,0.0024316244315557667
437,INTC,2020,0.004128407847256698
438,INTC,2021,0.0032330077889007333
439,INTC,2022,0.002803555074635852
440,INTC,2023,0.0025954874870104667
441,INTC,2024,0.0025345344966431088
442,INTU,2014,0.003698923570050791
443,INTU,2015,0.0044619452725302945
444,INTU,2016,0.004461335728311131
445,INTU,2017,0.004587700598597198
446,INTU,2018,0.011347736651301444
447,INTU,2019,0.012956248040018792
448,INTU,2020,0.022841596579230326
449,INTU,2021,0.02821764047426279
450,INTU,2022,0.04168750366622452
451,INTU,2023,0.029158153357872595
452,INTU,2024,0.033314147935119616
453,ISRG,2014,0.002741292254603333
454,ISRG,2015,0.0028275901241713924
455,ISRG,2016,0.003088499541975494
456,ISRG,2017,0.00406929551550409
457,ISRG,2018,0.010772193334285056
458,ISRG,2019,0.00955324852228844
459,ISRG,2020,0.01547900453410734
460,ISRG,2021,0.017766583931363596
461,ISRG,2022,0.019690468426025468
462,ISRG,2023,0.016331587884364986
463,ISRG,2024,0.022500343877907353
464,JBHT,2014,0.003196028464090933
465,JBHT,2015,0.0036863042903616024
466,JBHT,2016,0.004084553755440749
467,JBHT,2017,0.0044577577236127605
468,JBHT,2018,0.007128103639877589
469,JBHT,2019,0.005819292654581656
470,JBHT,2020,0.008674572018416225
471,JBHT,2021,0.010021570226648352
472,JBHT,2022,0.013603024955715998
473,JBHT,2023,0.010797230881911058
474,JBHT,2024,0.010730190545864375
475,JD,2014,0.0027703887081225124
476,JD,2015,0.002906094812308573
477,JD,2016,0.002134228742457426
478,JD,2017,0.0026188683711979507
479,JD,2018,0.003056349341746845
480,JD,2019,0.0022897232437599562
481,JD,2020,0.005731418640934685
482,JD,2021,0.006756145506794005
483,JD,2022,0.00687953794266793
484,JD,2023,0.002755374184632913
485,JD,2024,0.0022397780864501448
486,KHC,2015,0.004470921765996229
487,KHC,2016,0.0035728738712594915
488,KHC,2017,0.002853191694110976
489,KHC,2018,0.0032906732491982194
490,KHC,2019,0.001751261646300251
491,KHC,2020,0.0021621765766122536
492,KHC,2021,0.001869668405522745
493,KHC,2022,0.002201675109520352
494,KHC,2023,0.0014239387707832532
495,KHC,2024,0.0014999193582338724
496,KLAC,2014,0.0035037202417012385
497,KLAC,2015,0.0030863857773876695
498,KLAC,2016,0.0029149367938354144
499,KLAC,2017,0.005020635575436635
500,KLAC,2018,0.0077594236061563045
501,KLAC,2019,0.007790699478664872
502,KLAC,2020,0.016389682994396765
503,KLAC,2021,0.026215709706462878
504,KLAC,2022,0.03476453526464056
505,KLAC,2023,0.03025025853866186
506,KLAC,2024,0.056865671871165036
507,LBTYA,2014,0.002944581542161006
508,LBTYA,2015,0.0027067560173410395
509,LBTYA,2016,0.0025401913639389985
510,LBTYA,2017,0.0019054040490868558
511,LBTYA,2018,0.0023235264539548136
512,LBTYA,2019,0.0016332927155795502
513,LBTYA,2020,0.0018310528704251902
514,LBTYA,2021,0.0016984130291129496
515,LBTYA,2022,0.0015736031110932872
516,LBTYA,2023,0.001223589569483048
517,LBTYA,2024,0.0012291522520633238
518,LBTYK,2014,0.002779157463433429
519,LBTYK,2015,0.0023614167681931964
520,LBTYK,2016,0.0023600937148929857
521,LBTYK,2017,0.0018299113889431754
522,LBTYK,2018,0.0021771376509748764
523,LBTYK,2019,0.001573463741918866
524,LBTYK,2020,0.0018080471278904202
525,LBTYK,2021,0.0017100121075417096
526,LBTYK,2022,0.0016709571742514618
527,LBTYK,2023,0.0012409230745755709
528,LBTYK,2024,0.0013549317165840909
529,LRCX,2014,0.0004218361020778407
530,LRCX,2015,0.0004698514598726887
531,LRCX,2016,0.00047250726041533767
532,LRCX,2017,0.0008822964652588813
533,LRCX,2018,0.0014332108142512583
534,LRCX,2019,0.0013158529135673376
535,LRCX,2020,0.0030419883484461997
536,LRCX,2021,0.004830016282500413
537,LRCX,2022,0.005079139602696984
538,LRCX,2023,0.0041694871168870195
539,LRCX,2024,0.006883621656418287
540,LULU,2014,0.003703887409371123
541,LULU,2015,0.004501323327331171
542,LULU,2016,0.0044791412198257295
543,LULU,2017,0.0035121054946006237
544,LULU,2018,0.008515475950514849
545,LULU,2019,0.010540903143442207
546,LULU,2020,0.025554374060007868
547,LULU,2021,0.02460500696203211
548,LULU,2022,0.031011234789657473
549,LULU,2023,0.020986153783553684
550,LULU,2024,0.0218974366587892
551,MAR,2014,0.0028287838666866986
552,MAR,2015,0.003858974574783443
553,MAR,2016,0.0035071218891943377
554,MAR,2017,0.0038902846989196656
555,MAR,2018,0.007036162694100402
556,MAR,2019,0.005828143155909574
557,MAR,2020,0.011615688455035963
558,MAR,2021,0.009915039022132834
559,MAR,2022,0.012567986174542614
560,MAR,2023,0.009366050211588543
561,MAR,2024,0.010877224963376087
562,MCHP,2014,0.0011137309993368423
563,MCHP,2015,0.0013070309506619322
564,MCHP,2016,0.0014039480157339043
565,MCHP,2017,0.0018387986515476557
566,MCHP,2018,0.002950863200561885
567,MCHP,2019,0.0027698925951413133
568,MCHP,2020,0.004392368138422415
569,MCHP,2021,0.0057257836651986435
570,MCHP,2022,0.0064178165954471384
571,MCHP,2023,0.005474358504857772
572,MCHP,2024,0.005991337397930721
573,MDLZ,2014,0.001382133288261218
574,MDLZ,2015,0.0018111519275955618
575,MDLZ,2016,0.00208394369265875
576,MDLZ,2017,0.0015313104755582038
577,MDLZ,2018,0.0018962103325106028
578,MDLZ,2019,0.001793651091746795
579,MDLZ,2020,0.00300466209435591
580,MDLZ,2021,0.002178774590311761
581,MDLZ,2022,0.0030086829087770514
582,MDLZ,2023,0.0026087180504432094
583,MDLZ,2024,0.002788980818422652
584,MELI,2014,0.009020679306648701
585,MELI,2015,0.008974563760101481
586,MELI,2016,0.010198209263417699
587,MELI,2017,0.01903637141637776
588,MELI,2018,0.03777893858260867
589,MELI,2019,0.04564275372838605
590,MELI,2020,0.10626157144167822
591,MELI,2021,0.15115862711687908
592,MELI,2022,0.13890999940043514
593,MELI,2023,0.10520810985076122
594,MELI,2024,0.11655116655116654
595,MNST,2014,0.0010264684584044147
596,MNST,2015,0.001382987344949091
597,MNST,2016,0.0012909374733887215
598,MNST,2017,0.0010806518478307823
599,MNST,2018,0.001655174307589853
600,MNST,2019,0.0015334250434996589
601,MNST,2020,0.0022845850003409608
602,MNST,2021,0.002115079315396698
603,MNST,2022,0.0027438444822847036
604,MNST,2023,0.0023635896731645633
605,MNST,2024,0.0025530146517084994
606,MSFT,2014,0.002124068873100186
607,MSFT,2015,0.0022746237885626925
608,MSFT,2016,0.002295075852452714
609,MSFT,2017,0.002251506692019482
610,MSFT,2018,0.0056276424874420585
611,MSFT,2019,0.004941290629118693
612,MSFT,2020,0.013045404205523303
613,MSFT,2021,0.011741148654066745
614,MSFT,2022,0.018477883213739592
615,MSFT,2023,0.015278875575921474
616,MSFT,2024,0.017657659279058206
617,MU,2014,0.002091811016830558
618,MU,2015,0.0019628612889377966
619,MU,2016,0.0013952990397234782
620,MU,2017,0.002367964013992358
621,MU,2018,0.004696803005762906
622,MU,2019,0.0033156293264287344
623,MU,2020,0.0048404780784445335
624,MU,2021,0.006498065943828578
625,MU,2022,0.006872918903188328
626,MU,2023,0.004715486771021134
627,MU,2024,0.009435666816343086
628,NFLX,2014,0.003688881355834658
629,NFLX,2015,0.00822302123905441
630,NFLX,2016,0.008058404282044724
631,NFLX,2017,0.009132597714111504
632,NFLX,2018,0.030851263634115382
633,NFLX,2019,0.02282234583145533
634,NFLX,2020,0.04090026874026109
635,NFLX,2021,0.03477349815011559
636,NFLX,2022,0.032386656798287616
637,NFLX,2023,0.0269801028520633
638,NFLX,2024,0.03800807996059461
639,NTAP,2014,0.0018263019344055328
640,NTAP,2015,0.00176994262015281
641,NTAP,2016,0.0018607041386506109
642,NTAP,2017,0.0019842681510661084
643,NTAP,2018,0.004942896378540824
644,NTAP,2019,0.0035874036448148385
645,NTAP,2020,0.004171581738043716
646,NTAP,2021,0.004817054035899403
647,NTAP,2022,0.0052182045493406985
648,NTAP,2023,0.0035108722393329328
649,NTAP,2024,0.005589858751479845
650,NTES,2014,0.0014726217568068588
651,NTES,2015,0.0023321732399567484
652,NTES,2016,0.003199979761144617
653,NTES,2017,0.004463582063722274
654,NTES,2018,0.004311921484734141
655,NTES,2019,0.0038620270312584464
656,NTES,2020,0.0066284981133474625
657,NTES,2021,0.008951566818044784
658,NTES,2022,0.008587700729533788
659,NTES,2023,0.005518050443209135
660,NTES,2024,0.005270848193821827
661,NVDA,2014,2.700579225573291e-05
662,NVDA,2015,3.643925894941797e-05
663,NVDA,2016,9.745371550333708e-05
664,NVDA,2017,0.0002727117366987566
665,NVDA,2018,0.0005030289382147392
666,NVDA,2019,0.0003191672159396006
667,NVDA,2020,0.0009382258991563503
668,NVDA,2021,0.0017921222532285535
669,NVDA,2022,0.00242354685956507
670,NVDA,2023,0.0030681848868345605
671,NVDA,2024,0.010555854827323944
672,NXPI,2014,0.005308518831743693
673,NXPI,2015,0.007464691755196211
674,NXPI,2016,0.0052711638969573545
675,NXPI,2017,0.0016123188785323451
676,NXPI,2018,0.0059991824662238465
677,NXPI,2019,0.006553011868220304
678,NXPI,2020,0.010687036882529834
679,NXPI,2021,0.014772080889939776
680,NXPI,2022,0.016855040930279282
681,NXPI,2023,0.012947283935546875
682,NXPI,2024,0.017225456986809527
683,ORLY,2014,0.007272125572286626
684,ORLY,2015,0.01044139372996795
685,ORLY,2016,0.012448209856504534
686,ORLY,2017,0.01320747954570939
687,ORLY,2018,0.01773878887245489
688,ORLY,2019,0.01899623412837524
689,ORLY,2020,0.02861356069290905
690,ORLY,2021,0.02649653166544646
691,ORLY,2022,0.041957805421942045
692,ORLY,2023,0.03975220602964744
693,ORLY,2024,0.04976241899764849
694,PAYX,2014,0.0014276247363725508
695,PAYX,2015,0.001907000776515242
696,PAYX,2016,0.0020566753997616426
697,PAYX,2017,0.001960670104101323
698,PAYX,2018,0.003247829121215459
699,PAYX,2019,0.0030366301779151204
700,PAYX,2020,0.005381169352498088
701,PAYX,2021,0.004574378467353321
702,PAYX,2022,0.007451936014705202
703,PAYX,2023,0.005340205265925481
704,PAYX,2024,0.005390736224552753
705,PCAR,2014,0.001913978759664657
706,PCAR,2015,0.001943155183120622
707,PCAR,2016,0.002063017023449076
708,PCAR,2017,0.0019192291409407443
709,PCAR,2018,0.002542922245687722
710,PCAR,2019,0.002187016867116355
711,PCAR,2020,0.0034019122264348253
712,PCAR,2021,0.0033175958673013727
713,PCAR,2022,0.003681887463854019
714,PCAR,2023,0.0040538124280098155
715,PCAR,2024,0.005380689533292683
716,PEP,2014,0.002952027301141504
717,PEP,2015,0.0031333939641968816
718,PEP,2016,0.003029914362235529
719,PEP,2017,0.0026202883902091954
720,PEP,2018,0.00457860868911673
721,PEP,2019,0.004208078256311289
722,PEP,2020,0.00759846126826638
723,PEP,2021,0.005172872329854751
724,PEP,2022,0.007756868004494441
725,PEP,2023,0.005969231708233173
726,PEP,2024,0.006365557393236836
727,PTC,2014,0.0016964425717236288
728,PTC,2015,0.0020274723745430686
729,PTC,2016,0.002351342695342558
730,PTC,2017,0.0028576968870436723
731,PTC,2018,0.005996016177864165
732,PTC,2019,0.004763736189212263
733,PTC,2020,0.0070231068372315665
734,PTC,2021,0.009188746280382938
